experiment	id	split	query	expectedDomain	relevantSections	rank	source	section	domain	chunkIndex	score
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	13	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.520859258891963
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	14	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.5199664461482706
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	15	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.518018883762013
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	16	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.508072276995128
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	17	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.49738195429287435
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	18	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.4963529840883255
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	19	mysql-slow-query.md	6. 判断原则	mysql	5	0.4919525048506292
bge-m3/补充语料纯向量	H06	holdout	任务等待时间拉长，执行器队列不断堆高	thread-pool	[thread-pool:1, thread-pool:2, thread-pool:4]	20	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.4884135265720326
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.605808482130985
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	2	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.6022006138321032
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	3	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.5897084398295814
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	4	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.5767250108302218
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	5	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.5619958456787364
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	6	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.5548101732928503
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	7	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.535571710335765
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	8	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.5297316644637023
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	9	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.5145278674423667
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	10	mysql-slow-query.md	7. 处理原则	mysql	6	0.5126042916999605
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	11	mysql-slow-query.md	6. 判断原则	mysql	5	0.512583087730183
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	12	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.49949526822911106
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	13	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.4897472682627818
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	14	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.47648903428584855
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	15	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.47629399803119493
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	16	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.4707098953649025
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	17	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.463652913663006
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	18	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.4602700202451343
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	19	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.4593673985515185
bge-m3/补充语料纯向量	H07	holdout	写入消息的速率一直超过消费者处理速率	kafka	[kafka:2, kafka:6]	20	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.4560028357484222
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	1	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.6302948373732422
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	2	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.5372840210538279
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	3	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.5296403749169597
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	4	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.5289710198606614
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	5	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.5166131625349613
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	6	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.50922378204736
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	7	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.5067576496185996
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	8	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.504825981484764
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	9	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4780772004219838
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	10	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.46743539820846947
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	11	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.4335421732132718
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	12	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.42832544008514406
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	13	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.42404324438378693
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	14	mysql-slow-query.md	6. 判断原则	mysql	5	0.4227551277529352
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	15	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.4223390963795277
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	16	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.42044663429265033
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	17	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.41885628328996993
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	18	mysql-slow-query.md	7. 处理原则	mysql	6	0.4151255083682577
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	19	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.41388145188770925
bge-m3/补充语料纯向量	H08	holdout	消费位点落后最新 offset 很多代表什么	kafka	[kafka:1, kafka:2]	20	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4018768189100957
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	1	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.6305500301227756
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	2	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.5198846435684982
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	3	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.5082197663314554
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	4	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.4528123365343429
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	5	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.4525772687701181
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	6	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4472964923932954
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	7	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.44579898196551815
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	8	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.43514775955473184
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	9	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.4297572756103437
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	10	mysql-slow-query.md	7. 处理原则	mysql	6	0.4276663108071519
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	11	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.41904101173359337
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	12	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.40128763314230814
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	13	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.3932437150057614
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	14	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.39300759455545303
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	15	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.39262581511587696
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	16	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.3854069728456292
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	17	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.37697635957675185
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	18	mysql-slow-query.md	6. 判断原则	mysql	5	0.3723299094340829
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	19	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.36938156120566773
bge-m3/补充语料纯向量	H09	holdout	八个分区只安排一个消费者会影响吞吐吗	kafka	[kafka:4]	20	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.3665302743717985
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.6381906410257436
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	2	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.6378358628300622
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	3	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.6361649280540891
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	4	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.6323865682733217
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	5	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.608865447701763
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	6	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.6001519620735632
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	7	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.5991376990387722
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	8	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.5956884089986978
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	9	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.5696183013006066
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	10	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.49270577793964293
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	11	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.490757631203448
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	12	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.4877610424918949
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	13	mysql-slow-query.md	6. 判断原则	mysql	5	0.4852724627472487
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	14	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.48058644559377117
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	15	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.47994765041699894
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	16	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.4787922736383436
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	17	mysql-slow-query.md	7. 处理原则	mysql	6	0.4732038753877647
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	18	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.4678780201346434
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	19	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.46640290808765666
bge-m3/补充语料纯向量	H10	holdout	峰值结束后消费比生产快，lag 在回落	kafka	[kafka:2]	20	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4632485480388146
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	1	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.6003029168465387
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	2	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.5866663201648149
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	3	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.582890666902617
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	4	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.572158302992826
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	5	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.5634510895318416
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	6	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.538100368496996
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	7	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.5186653624362593
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	8	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.5108148633639804
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	9	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.4903684089357108
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	10	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.47616015872021367
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	11	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.45946073934878806
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	12	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.4563241612652438
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	13	thread-pool-exhaustion.md	3. 常见原因	thread-pool	3	0.43625090066365513
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	14	thread-pool-exhaustion.md	1. 线程池饱和是什么	thread-pool	0	0.43575701567225134
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	15	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.4190467161786941
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	16	mysql-slow-query.md	7. 处理原则	mysql	6	0.41032256534022166
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	17	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.40367921832033693
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	18	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	2	0.3953489273094086
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	19	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.39133836526083554
bge-m3/补充语料纯向量	H11	holdout	消费组频繁 Rebalance 会造成积压吗	kafka	[kafka:3]	20	mysql-slow-query.md	6. 判断原则	mysql	5	0.3907755791265617
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	1	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.7429249116554606
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	2	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.7050973176956378
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	3	kafka-consumer-lag.md	3. 常见原因	kafka	3	0.6314545367522658
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	4	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	1	0.6271464309532746
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	5	kafka-consumer-lag.md	6. 判断原则	kafka	6	0.615612685680407
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	6	kafka-consumer-lag.md	4. Consumer 与 Partition	kafka	4	0.5933460750224264
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	7	kafka-consumer-lag.md	1. Consumer Lag 是什么	kafka	0	0.5819560538556802
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	8	thread-pool-exhaustion.md	5. 与 Kafka 消费的关系	thread-pool	5	0.5722973438333291
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	9	kafka-consumer-lag.md	2. 如何判断真正存在消费积压	kafka	2	0.5540589690208593
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	10	mysql-slow-query.md	7. 处理原则	mysql	6	0.5498635947216531
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	11	thread-pool-exhaustion.md	7. 处理原则	thread-pool	7	0.528929100547401
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	12	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.498121887445464
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	13	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.4954845320023785
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	14	mysql-slow-query.md	6. 判断原则	mysql	5	0.47513482501366444
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	15	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.4656510369021789
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	16	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.4655700141269251
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	17	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.45024290977462683
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	18	thread-pool-exhaustion.md	6. 判断原则	thread-pool	6	0.44815140443946194
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	19	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.44077098624101013
bge-m3/补充语料纯向量	H12	holdout	Kafka 处理不过来，扩消费者前先查什么	kafka	[kafka:5, kafka:7]	20	thread-pool-exhaustion.md	2. 典型异常现象	thread-pool	1	0.4245532697731088
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	1	mysql-slow-query.md	1. 数据库变慢是什么	mysql	0	0.6236014064792182
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	2	mysql-slow-query.md	6. 判断原则	mysql	5	0.612908797881702
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	3	mysql-slow-query.md	5. 推荐排查顺序	mysql	4	0.569468200615795
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	4	mysql-slow-query.md	4. 对 Java 服务的影响	mysql	3	0.5653302644081067
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	5	mysql-slow-query.md	3. 常见慢查询原因	mysql	2	0.5317948898138425
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	6	mysql-slow-query.md	7. 处理原则	mysql	6	0.5311159165056641
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	7	mysql-slow-query.md	2. 数据库连接池异常	mysql	1	0.4891475228608705
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	8	kafka-consumer-lag.md	7. 处理原则	kafka	7	0.4857618613058472
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	9	kafka-consumer-lag.md	5. 推荐排查顺序	kafka	5	0.4848858858611128
bge-m3/补充语料纯向量	H13	holdout	SQL 的 P99 最近持续恶化	mysql	[mysql:1, mysql:5, mysql:6]	10	thread-pool-exhaustion.md	4. 推荐排查顺序	thread-pool	4	0.47205240941205556
